VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee,LocationID_DO,lat_DO,lng_DO,LocationID_PU,lat_PU,lng_PU,timestamp
1,2022-01-02 07:13:12,2022-01-02 07:32:20,0.0,10.4,1.0,N,132,191,1,30.0,1.25,0.5,0.0,0.0,0.3,32.05,0.0,1.25,191,40.714278303380894,-73.74112042074967,132,40.642604521718,-73.77826365890199,2022-01-02 07:32:20 - 2022-01-02 07:13:12
2,2022-01-02 07:06:04,2022-01-02 08:10:05,3.0,33.98,5.0,N,132,1,1,155.0,0.0,0.0,39.45,0.0,0.3,197.25,2.5,0.0,1,40.689515648043326,-74.17678574521427,132,40.642604521718,-73.77826365890199,2022-01-02 08:10:05 - 2022-01-02 07:06:04
2,2022-01-02 07:32:20,2022-01-02 08:02:10,1.0,17.89,1.0,N,132,126,1,48.0,0.0,0.5,11.07,6.55,0.3,66.42,0.0,0.0,126,40.81391819218723,-73.88497727293631,132,40.642604521718,-73.77826365890199,2022-01-02 08:02:10 - 2022-01-02 07:32:20
2,2022-01-02 07:20:37,2022-01-02 07:47:35,1.0,19.63,1.0,N,132,183,1,52.5,0.0,0.5,11.97,6.55,0.3,73.07,0.0,1.25,183,40.84956864684239,-73.83185405296464,132,40.642604521718,-73.77826365890199,2022-01-02 07:47:35 - 2022-01-02 07:20:37
2,2022-01-02 07:26:49,2022-01-02 07:43:20,1.0,9.27,1.0,N,132,131,1,27.0,0.0,0.5,5.81,0.0,0.3,34.86,0.0,1.25,131,40.720412328134245,-73.7713744950727,132,40.642604521718,-73.77826365890199,2022-01-02 07:43:20 - 2022-01-02 07:26:49
2,2022-01-02 07:45:50,2022-01-02 07:58:37,1.0,7.18,1.0,N,132,135,1,21.0,0.0,0.5,0.0,0.0,0.3,21.8,0.0,0.0,135,40.72940996436194,-73.82398551387588,132,40.642604521718,-73.77826365890199,2022-01-02 07:58:37 - 2022-01-02 07:45:50
2,2022-01-02 07:19:30,2022-01-02 07:36:03,3.0,5.85,1.0,N,132,122,2,18.5,0.0,0.5,0.0,0.0,0.3,19.3,0.0,0.0,122,40.71106846711909,-73.76156418515153,132,40.642604521718,-73.77826365890199,2022-01-02 07:36:03 - 2022-01-02 07:19:30
2,2022-01-02 07:14:38,2022-01-02 07:33:40,6.0,12.75,1.0,N,132,101,1,35.5,0.0,0.5,7.51,0.0,0.3,45.06,0.0,1.25,101,40.743721783581485,-73.70907059103794,132,40.642604521718,-73.77826365890199,2022-01-02 07:33:40 - 2022-01-02 07:14:38
1,2022-01-02 07:55:04,2022-01-02 07:58:48,2.0,0.8,1.0,N,236,236,1,5.0,2.5,0.5,1.08,0.0,0.3,9.38,2.5,0.0,236,40.78049147573493,-73.95697238530639,236,40.78049147573493,-73.95697238530639,2022-01-02 07:58:48 - 2022-01-02 07:55:04
2,2022-01-02 07:11:24,2022-01-02 07:11:48,1.0,0.16,1.0,N,236,236,4,-2.5,0.0,-0.5,0.0,0.0,-0.3,-5.8,-2.5,0.0,236,40.78049147573493,-73.95697238530639,236,40.78049147573493,-73.95697238530639,2022-01-02 07:11:48 - 2022-01-02 07:11:24
2,2022-01-02 07:55:12,2022-01-02 07:56:29,1.0,0.49,1.0,N,236,236,1,3.5,0.0,0.5,1.36,0.0,0.3,8.16,2.5,0.0,236,40.78049147573493,-73.95697238530639,236,40.78049147573493,-73.95697238530639,2022-01-02 07:56:29 - 2022-01-02 07:55:12
2,2022-01-02 07:38:27,2022-01-02 07:47:53,1.0,2.19,1.0,N,236,161,1,10.0,0.0,0.5,2.66,0.0,0.3,15.96,2.5,0.0,161,40.75822648122193,-73.97743183810948,236,40.78049147573493,-73.95697238530639,2022-01-02 07:47:53 - 2022-01-02 07:38:27
2,2022-01-02 07:05:55,2022-01-02 07:10:37,6.0,1.16,1.0,N,236,141,2,5.5,0.0,0.5,0.0,0.0,0.3,8.8,2.5,0.0,141,40.76683881658485,-73.95971267878048,236,40.78049147573493,-73.95697238530639,2022-01-02 07:10:37 - 2022-01-02 07:05:55
1,2022-01-02 07:42:35,2022-01-02 07:45:35,1.0,0.9,1.0,N,236,141,1,5.0,2.5,0.5,2.45,0.0,0.3,10.75,2.5,0.0,141,40.76683881658485,-73.95971267878048,236,40.78049147573493,-73.95697238530639,2022-01-02 07:45:35 - 2022-01-02 07:42:35
2,2022-01-02 07:52:13,2022-01-02 07:58:20,1.0,1.61,1.0,N,236,141,2,7.0,0.0,0.5,0.0,0.0,0.3,10.3,2.5,0.0,141,40.76683881658485,-73.95971267878048,236,40.78049147573493,-73.95697238530639,2022-01-02 07:58:20 - 2022-01-02 07:52:13
1,2022-01-02 07:44:24,2022-01-02 07:48:47,1.0,1.2,1.0,N,236,141,1,6.0,2.5,0.5,2.0,0.0,0.3,11.3,2.5,0.0,141,40.76683881658485,-73.95971267878048,236,40.78049147573493,-73.95697238530639,2022-01-02 07:48:47 - 2022-01-02 07:44:24
2,2022-01-02 07:37:30,2022-01-02 07:48:41,1.0,6.24,1.0,N,236,79,1,18.5,0.0,0.5,4.0,0.0,0.3,25.8,2.5,0.0,79,40.727944278904765,-73.9852141243977,236,40.78049147573493,-73.95697238530639,2022-01-02 07:48:41 - 2022-01-02 07:37:30
1,2022-01-02 07:43:24,2022-01-02 07:49:33,1.0,1.3,1.0,N,236,151,2,7.0,2.5,0.5,0.0,0.0,0.3,10.3,2.5,0.0,151,40.7978662680042,-73.96780839097322,236,40.78049147573493,-73.95697238530639,2022-01-02 07:49:33 - 2022-01-02 07:43:24
1,2022-01-02 07:21:04,2022-01-02 07:24:39,1.0,0.7,1.0,N,236,263,1,4.5,2.5,0.5,1.2,0.0,0.3,9.0,2.5,0.0,263,40.77849586877702,-73.95120799165441,236,40.78049147573493,-73.95697238530639,2022-01-02 07:24:39 - 2022-01-02 07:21:04
1,2022-01-02 07:53:58,2022-01-02 07:58:56,1.0,0.8,1.0,N,236,263,2,5.5,2.5,0.5,0.0,0.0,0.3,8.8,2.5,0.0,263,40.77849586877702,-73.95120799165441,236,40.78049147573493,-73.95697238530639,2022-01-02 07:58:56 - 2022-01-02 07:53:58
2,2022-01-02 07:33:36,2022-01-02 07:37:06,1.0,1.33,1.0,N,236,43,1,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5,0.0,43,40.782459738636334,-73.96557217995945,236,40.78049147573493,-73.95697238530639,2022-01-02 07:37:06 - 2022-01-02 07:33:36
2,2022-01-02 07:48:05,2022-01-02 07:54:29,4.0,1.49,1.0,N,236,238,1,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5,0.0,238,40.79176624678264,-73.97281451745027,236,40.78049147573493,-73.95697238530639,2022-01-02 07:54:29 - 2022-01-02 07:48:05
1,2022-01-02 07:37:11,2022-01-02 07:45:46,1.0,1.6,1.0,N,236,238,2,8.5,2.5,0.5,0.0,0.0,0.3,11.8,2.5,0.0,238,40.79176624678264,-73.97281451745027,236,40.78049147573493,-73.95697238530639,2022-01-02 07:45:46 - 2022-01-02 07:37:11
1,2022-01-02 07:57:31,2022-01-02 08:02:33,1.0,1.1,1.0,N,236,238,2,6.0,2.5,0.5,0.0,0.0,0.3,9.3,2.5,0.0,238,40.79176624678264,-73.97281451745027,236,40.78049147573493,-73.95697238530639,2022-01-02 08:02:33 - 2022-01-02 07:57:31
2,2022-01-02 07:49:11,2022-01-02 07:57:12,1.0,1.52,1.0,N,236,238,1,8.0,0.0,0.5,2.26,0.0,0.3,13.56,2.5,0.0,238,40.79176624678264,-73.97281451745027,236,40.78049147573493,-73.95697238530639,2022-01-02 07:57:12 - 2022-01-02 07:49:11
1,2022-01-02 07:57:36,2022-01-02 08:01:01,1.0,0.7,1.0,N,236,238,1,4.5,2.5,0.5,1.0,0.0,0.3,8.8,2.5,0.0,238,40.79176624678264,-73.97281451745027,236,40.78049147573493,-73.95697238530639,2022-01-02 08:01:01 - 2022-01-02 07:57:36
1,2022-01-02 07:06:56,2022-01-02 07:11:43,,1.6,,,236,238,0,7.0,0.0,0.5,1.55,0.0,0.3,11.85,,,238,40.79176624678264,-73.97281451745027,236,40.78049147573493,-73.95697238530639,2022-01-02 07:11:43 - 2022-01-02 07:06:56
1,2022-01-02 07:16:41,2022-01-02 07:28:40,1.0,3.3,1.0,N,236,48,2,12.5,2.5,0.5,0.0,0.0,0.3,15.8,2.5,0.0,48,40.76223675561455,-73.98985665083148,236,40.78049147573493,-73.95697238530639,2022-01-02 07:28:40 - 2022-01-02 07:16:41
2,2022-01-02 07:18:42,2022-01-02 07:20:36,1.0,0.75,1.0,N,236,237,2,4.0,0.0,0.5,0.0,0.0,0.3,7.3,2.5,0.0,237,40.76854188466485,-73.96569149194592,236,40.78049147573493,-73.95697238530639,2022-01-02 07:20:36 - 2022-01-02 07:18:42
2,2022-01-02 07:52:20,2022-01-02 07:55:28,1.0,1.37,1.0,N,236,237,1,5.5,0.0,0.5,2.2,0.0,0.3,11.0,2.5,0.0,237,40.76854188466485,-73.96569149194592,236,40.78049147573493,-73.95697238530639,2022-01-02 07:55:28 - 2022-01-02 07:52:20
1,2022-01-02 07:56:06,2022-01-02 07:59:32,,1.3,,,236,262,0,6.0,0.0,0.5,0.0,0.0,0.3,9.3,,,262,40.77653422899526,-73.94582981800791,236,40.78049147573493,-73.95697238530639,2022-01-02 07:59:32 - 2022-01-02 07:56:06
1,2022-01-02 07:45:24,2022-01-02 07:48:58,1.0,1.5,1.0,N,236,74,1,6.0,2.5,0.5,2.0,0.0,0.3,11.3,2.5,0.0,74,40.80556556547766,-73.9383104968462,236,40.78049147573493,-73.95697238530639,2022-01-02 07:48:58 - 2022-01-02 07:45:24
2,2022-01-02 07:37:48,2022-01-02 07:47:22,1.0,2.68,1.0,N,236,142,1,10.5,0.0,0.5,4.14,0.0,0.3,17.94,2.5,0.0,142,40.77390598538879,-73.98135241373991,236,40.78049147573493,-73.95697238530639,2022-01-02 07:47:22 - 2022-01-02 07:37:48
2,2022-01-02 07:16:05,2022-01-02 07:23:54,1.0,2.49,1.0,N,236,142,1,9.0,0.0,0.5,2.5,0.0,0.3,14.8,2.5,0.0,142,40.77390598538879,-73.98135241373991,236,40.78049147573493,-73.95697238530639,2022-01-02 07:23:54 - 2022-01-02 07:16:05
2,2022-01-02 07:09:34,2022-01-02 07:14:45,1.0,1.31,1.0,N,236,239,2,6.5,0.0,0.5,0.0,0.0,0.3,9.8,2.5,0.0,239,40.784107364553954,-73.97827334184862,236,40.78049147573493,-73.95697238530639,2022-01-02 07:14:45 - 2022-01-02 07:09:34
1,2022-01-02 07:11:55,2022-01-02 07:20:25,1.0,2.0,1.0,N,236,239,2,9.0,2.5,0.5,0.0,0.0,0.3,12.3,2.5,0.0,239,40.784107364553954,-73.97827334184862,236,40.78049147573493,-73.95697238530639,2022-01-02 07:20:25 - 2022-01-02 07:11:55
1,2022-01-02 07:12:54,2022-01-02 07:18:47,1.0,1.4,1.0,N,236,239,2,7.0,2.5,0.5,0.0,0.0,0.3,10.3,2.5,0.0,239,40.784107364553954,-73.97827334184862,236,40.78049147573493,-73.95697238530639,2022-01-02 07:18:47 - 2022-01-02 07:12:54
1,2022-01-02 07:51:33,2022-01-02 07:57:31,1.0,1.1,1.0,N,236,239,2,6.5,2.5,0.5,0.0,0.0,0.3,9.8,2.5,0.0,239,40.784107364553954,-73.97827334184862,236,40.78049147573493,-73.95697238530639,2022-01-02 07:57:31 - 2022-01-02 07:51:33
2,2022-01-02 07:40:41,2022-01-02 07:49:15,1.0,2.12,1.0,N,236,239,2,9.0,0.0,0.5,0.0,0.0,0.3,12.3,2.5,0.0,239,40.784107364553954,-73.97827334184862,236,40.78049147573493,-73.95697238530639,2022-01-02 07:49:15 - 2022-01-02 07:40:41
2,2022-01-02 07:50:40,2022-01-02 08:00:48,1.0,2.51,1.0,N,236,143,2,10.0,0.0,0.5,0.0,0.0,0.3,13.3,2.5,0.0,143,40.775770209571455,-73.98797296641823,236,40.78049147573493,-73.95697238530639,2022-01-02 08:00:48 - 2022-01-02 07:50:40
2,2022-01-02 07:16:28,2022-01-02 07:33:41,3.0,8.92,1.0,N,236,65,2,26.0,0.0,0.5,0.0,0.0,0.3,29.3,2.5,0.0,65,40.69537260932962,-73.9855710635353,236,40.78049147573493,-73.95697238530639,2022-01-02 07:33:41 - 2022-01-02 07:16:28
2,2022-01-02 07:04:51,2022-01-02 07:24:11,1.0,7.44,1.0,N,236,157,2,22.5,0.0,0.5,0.0,0.0,0.3,25.8,2.5,0.0,157,40.72403935660098,-73.90192569084424,236,40.78049147573493,-73.95697238530639,2022-01-02 07:24:11 - 2022-01-02 07:04:51
2,2022-01-02 07:31:37,2022-01-02 07:36:01,1.0,0.76,1.0,N,236,75,1,5.0,0.0,0.5,0.0,0.0,0.3,8.3,2.5,0.0,75,40.790650159764766,-73.94495666768462,236,40.78049147573493,-73.95697238530639,2022-01-02 07:36:01 - 2022-01-02 07:31:37
2,2022-01-02 07:48:12,2022-01-02 07:50:24,2.0,0.97,1.0,N,236,75,1,4.5,0.0,0.5,1.56,0.0,0.3,9.36,2.5,0.0,75,40.790650159764766,-73.94495666768462,236,40.78049147573493,-73.95697238530639,2022-01-02 07:50:24 - 2022-01-02 07:48:12
2,2022-01-02 07:11:24,2022-01-02 07:11:48,1.0,0.16,1.0,N,236,75,2,2.5,0.0,0.5,0.0,0.0,0.3,5.8,2.5,0.0,75,40.790650159764766,-73.94495666768462,236,40.78049147573493,-73.95697238530639,2022-01-02 07:11:48 - 2022-01-02 07:11:24
1,2022-01-02 07:50:48,2022-01-02 08:07:36,0.0,5.6,1.0,N,236,260,2,18.5,2.5,0.5,0.0,0.0,0.3,21.8,2.5,0.0,260,40.74679779446937,-73.90371327894323,236,40.78049147573493,-73.95697238530639,2022-01-02 08:07:36 - 2022-01-02 07:50:48
2,2022-01-02 07:42:33,2022-01-02 08:07:32,2.0,19.32,2.0,N,236,132,1,52.0,0.0,0.5,15.46,6.55,0.3,77.31,2.5,0.0,132,40.642604521718,-73.77826365890199,236,40.78049147573493,-73.95697238530639,2022-01-02 08:07:32 - 2022-01-02 07:42:33
2,2022-01-02 07:26:37,2022-01-02 07:46:03,2.0,10.56,1.0,N,236,138,1,30.0,0.0,0.5,5.0,0.0,0.3,38.3,2.5,0.0,138,40.77486738951802,-73.8728037146871,236,40.78049147573493,-73.95697238530639,2022-01-02 07:46:03 - 2022-01-02 07:26:37
1,2022-01-02 07:31:56,2022-01-02 07:57:56,1.0,12.7,1.0,N,236,138,1,36.0,2.5,0.5,7.85,0.0,0.3,47.15,2.5,0.0,138,40.77486738951802,-73.8728037146871,236,40.78049147573493,-73.95697238530639,2022-01-02 07:57:56 - 2022-01-02 07:31:56
2,2022-01-02 07:17:52,2022-01-02 07:32:17,1.0,8.29,1.0,N,236,138,1,24.0,0.0,0.5,6.27,6.55,0.3,37.62,0.0,0.0,138,40.77486738951802,-73.8728037146871,236,40.78049147573493,-73.95697238530639,2022-01-02 07:32:17 - 2022-01-02 07:17:52
2,2022-01-02 07:28:13,2022-01-02 07:33:45,1.0,1.41,1.0,N,163,236,1,7.0,0.0,0.5,1.5,0.0,0.3,11.8,2.5,0.0,236,40.78049147573493,-73.95697238530639,163,40.76442545340527,-73.97836698802045,2022-01-02 07:33:45 - 2022-01-02 07:28:13
1,2022-01-02 07:09:04,2022-01-02 07:21:33,1.0,5.8,1.0,N,163,87,2,18.0,2.5,0.5,0.0,0.0,0.3,21.3,2.5,0.0,87,40.70665961735619,-74.00781211638652,163,40.76442545340527,-73.97836698802045,2022-01-02 07:21:33 - 2022-01-02 07:09:04
2,2022-01-02 07:47:00,2022-01-02 07:56:12,1.0,2.4,1.0,N,163,263,1,10.0,0.0,0.5,2.66,0.0,0.3,15.96,2.5,0.0,263,40.77849586877702,-73.95120799165441,163,40.76442545340527,-73.97836698802045,2022-01-02 07:56:12 - 2022-01-02 07:47:00
2,2022-01-02 07:07:27,2022-01-02 07:12:48,2.0,0.66,1.0,N,163,48,1,5.5,0.0,0.5,2.2,0.0,0.3,11.0,2.5,0.0,48,40.76223675561455,-73.98985665083148,163,40.76442545340527,-73.97836698802045,2022-01-02 07:12:48 - 2022-01-02 07:07:27
1,2022-01-02 07:12:55,2022-01-02 07:17:02,2.0,1.3,1.0,N,163,237,1,6.0,2.5,0.5,1.85,0.0,0.3,11.15,2.5,0.0,237,40.76854188466485,-73.96569149194592,163,40.76442545340527,-73.97836698802045,2022-01-02 07:17:02 - 2022-01-02 07:12:55
2,2022-01-02 07:55:54,2022-01-02 08:15:30,1.0,5.34,1.0,N,163,41,2,20.0,0.0,0.5,0.0,0.0,0.3,23.3,2.5,0.0,41,40.80420482862898,-73.95206533089232,163,40.76442545340527,-73.97836698802045,2022-01-02 08:15:30 - 2022-01-02 07:55:54
2,2022-01-02 07:39:37,2022-01-02 07:59:21,1.0,10.2,1.0,N,163,127,1,29.5,0.0,0.5,6.56,0.0,0.3,39.36,2.5,0.0,127,40.86506268329175,-73.92032547185646,163,40.76442545340527,-73.97836698802045,2022-01-02 07:59:21 - 2022-01-02 07:39:37
2,2022-01-02 07:23:27,2022-01-02 07:43:15,1.0,9.73,1.0,N,163,138,2,28.5,0.0,0.5,0.0,6.55,0.3,38.35,2.5,0.0,138,40.77486738951802,-73.8728037146871,163,40.76442545340527,-73.97836698802045,2022-01-02 07:43:15 - 2022-01-02 07:23:27
1,2022-01-02 07:59:32,2022-01-02 08:22:54,2.0,12.2,1.0,N,163,138,1,35.5,2.5,0.5,7.75,0.0,0.3,46.55,2.5,0.0,138,40.77486738951802,-73.8728037146871,163,40.76442545340527,-73.97836698802045,2022-01-02 08:22:54 - 2022-01-02 07:59:32
2,2022-01-02 07:22:17,2022-01-02 07:44:56,2.0,10.77,1.0,N,163,138,1,31.0,0.0,0.5,8.17,6.55,0.3,49.02,2.5,0.0,138,40.77486738951802,-73.8728037146871,163,40.76442545340527,-73.97836698802045,2022-01-02 07:44:56 - 2022-01-02 07:22:17
2,2022-01-02 07:53:25,2022-01-02 07:59:02,3.0,1.27,1.0,N,163,230,2,6.5,0.0,0.5,0.0,0.0,0.3,9.8,2.5,0.0,230,40.75984474002954,-73.98417616082217,163,40.76442545340527,-73.97836698802045,2022-01-02 07:59:02 - 2022-01-02 07:53:25
2,2022-01-02 07:40:12,2022-01-02 08:11:39,3.0,20.99,3.0,N,163,1,2,74.5,0.0,0.0,0.0,20.75,0.3,95.55,0.0,0.0,1,40.689515648043326,-74.17678574521427,163,40.76442545340527,-73.97836698802045,2022-01-02 08:11:39 - 2022-01-02 07:40:12
2,2022-01-02 07:16:48,2022-01-02 07:53:53,1.0,18.82,3.0,N,163,1,1,69.5,0.0,0.0,15.0,13.75,0.3,98.55,0.0,0.0,1,40.689515648043326,-74.17678574521427,163,40.76442545340527,-73.97836698802045,2022-01-02 07:53:53 - 2022-01-02 07:16:48
2,2022-01-02 07:46:06,2022-01-02 07:48:17,3.0,0.53,1.0,N,161,161,2,4.0,0.0,0.5,0.0,0.0,0.3,7.3,2.5,0.0,161,40.75822648122193,-73.97743183810948,161,40.75822648122193,-73.97743183810948,2022-01-02 07:48:17 - 2022-01-02 07:46:06
2,2022-01-02 07:47:30,2022-01-02 07:54:23,1.0,1.07,1.0,N,161,229,2,6.5,0.0,0.5,0.0,0.0,0.3,9.8,2.5,0.0,229,40.7565892984895,-73.96517419892118,161,40.75822648122193,-73.97743183810948,2022-01-02 07:54:23 - 2022-01-02 07:47:30
2,2022-01-02 07:55:08,2022-01-02 08:00:33,1.0,0.95,1.0,N,161,229,1,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5,0.0,229,40.7565892984895,-73.96517419892118,161,40.75822648122193,-73.97743183810948,2022-01-02 08:00:33 - 2022-01-02 07:55:08
2,2022-01-02 07:49:03,2022-01-02 07:58:06,1.0,1.65,1.0,N,161,48,2,8.5,0.0,0.5,0.0,0.0,0.3,11.8,2.5,0.0,48,40.76223675561455,-73.98985665083148,161,40.75822648122193,-73.97743183810948,2022-01-02 07:58:06 - 2022-01-02 07:49:03
1,2022-01-02 07:39:16,2022-01-02 07:43:08,1.0,1.1,1.0,N,161,237,2,5.5,2.5,0.5,0.0,0.0,0.3,8.8,2.5,0.0,237,40.76854188466485,-73.96569149194592,161,40.75822648122193,-73.97743183810948,2022-01-02 07:43:08 - 2022-01-02 07:39:16
1,2022-01-02 07:00:24,2022-01-02 07:04:22,1.0,1.4,1.0,Y,161,186,1,6.0,2.5,0.5,1.0,0.0,0.3,10.3,2.5,0.0,186,40.748476361762044,-73.9924553277106,161,40.75822648122193,-73.97743183810948,2022-01-02 07:04:22 - 2022-01-02 07:00:24
2,2022-01-02 07:20:25,2022-01-02 07:27:56,1.0,2.01,1.0,N,161,262,2,8.5,0.0,0.5,0.0,0.0,0.3,11.8,2.5,0.0,262,40.77653422899526,-73.94582981800791,161,40.75822648122193,-73.97743183810948,2022-01-02 07:27:56 - 2022-01-02 07:20:25
2,2022-01-02 07:40:00,2022-01-02 07:46:57,1.0,1.72,1.0,N,161,246,1,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5,0.0,246,40.7524372519649,-74.00451257207506,161,40.75822648122193,-73.97743183810948,2022-01-02 07:46:57 - 2022-01-02 07:40:00
2,2022-01-02 07:52:46,2022-01-02 08:02:11,4.0,2.45,1.0,N,161,114,2,9.5,0.0,0.5,0.0,0.0,0.3,12.8,2.5,0.0,114,40.72861173159057,-73.99867794660477,161,40.75822648122193,-73.97743183810948,2022-01-02 08:02:11 - 2022-01-02 07:52:46
1,2022-01-02 07:58:43,2022-01-02 08:18:18,1.0,5.7,1.0,N,161,13,1,19.5,2.5,0.5,4.55,0.0,0.3,27.35,2.5,0.0,13,40.71161208311671,-74.0161196692833,161,40.75822648122193,-73.97743183810948,2022-01-02 08:18:18 - 2022-01-02 07:58:43
2,2022-01-02 07:55:10,2022-01-02 08:17:45,2.0,17.8,2.0,N,161,132,1,52.0,0.0,0.5,12.37,6.55,0.3,74.22,2.5,0.0,132,40.642604521718,-73.77826365890199,161,40.75822648122193,-73.97743183810948,2022-01-02 08:17:45 - 2022-01-02 07:55:10
2,2022-01-02 07:53:39,2022-01-02 08:21:35,2.0,18.7,2.0,N,161,132,1,52.0,0.0,0.5,15.46,6.55,0.3,77.31,2.5,0.0,132,40.642604521718,-73.77826365890199,161,40.75822648122193,-73.97743183810948,2022-01-02 08:21:35 - 2022-01-02 07:53:39
2,2022-01-02 07:54:37,2022-01-02 08:14:01,2.0,11.11,1.0,N,161,138,1,32.0,0.0,0.5,5.0,6.55,0.3,46.85,2.5,0.0,138,40.77486738951802,-73.8728037146871,161,40.75822648122193,-73.97743183810948,2022-01-02 08:14:01 - 2022-01-02 07:54:37
2,2022-01-02 07:03:33,2022-01-02 07:22:40,1.0,11.9,1.0,N,161,138,1,33.5,0.0,0.5,8.67,6.55,0.3,52.02,2.5,0.0,138,40.77486738951802,-73.8728037146871,161,40.75822648122193,-73.97743183810948,2022-01-02 07:22:40 - 2022-01-02 07:03:33
2,2022-01-02 07:05:20,2022-01-02 07:23:20,1.0,9.82,1.0,N,161,138,1,28.5,0.0,0.5,7.67,6.55,0.3,46.02,2.5,0.0,138,40.77486738951802,-73.8728037146871,161,40.75822648122193,-73.97743183810948,2022-01-02 07:23:20 - 2022-01-02 07:05:20
2,2022-01-02 07:53:15,2022-01-02 08:13:36,1.0,11.63,1.0,N,161,138,1,33.5,0.0,0.5,7.0,6.55,0.3,50.35,2.5,0.0,138,40.77486738951802,-73.8728037146871,161,40.75822648122193,-73.97743183810948,2022-01-02 08:13:36 - 2022-01-02 07:53:15
2,2022-01-02 07:35:30,2022-01-02 07:57:21,1.0,11.79,1.0,N,161,138,1,33.5,0.0,0.5,10.84,6.55,0.3,54.19,2.5,0.0,138,40.77486738951802,-73.8728037146871,161,40.75822648122193,-73.97743183810948,2022-01-02 07:57:21 - 2022-01-02 07:35:30
2,2022-01-02 07:42:45,2022-01-02 07:49:42,1.0,2.77,1.0,N,170,236,2,9.5,0.0,0.5,0.0,0.0,0.3,12.8,2.5,0.0,236,40.78049147573493,-73.95697238530639,170,40.74765428110328,-73.97694199243557,2022-01-02 07:49:42 - 2022-01-02 07:42:45
1,2022-01-02 07:42:45,2022-01-02 07:47:50,1.0,1.1,1.0,N,170,161,1,6.0,2.5,0.5,1.0,0.0,0.3,10.3,2.5,0.0,161,40.75822648122193,-73.97743183810948,170,40.74765428110328,-73.97694199243557,2022-01-02 07:47:50 - 2022-01-02 07:42:45
1,2022-01-02 07:48:59,2022-01-02 07:53:31,1.0,1.4,1.0,N,170,141,1,6.0,2.5,0.5,1.85,0.0,0.3,11.15,2.5,0.0,141,40.76683881658485,-73.95971267878048,170,40.74765428110328,-73.97694199243557,2022-01-02 07:53:31 - 2022-01-02 07:48:59
2,2022-01-02 07:18:30,2022-01-02 07:24:40,1.0,1.27,1.0,N,170,90,1,7.0,0.0,0.5,2.0,0.0,0.3,12.3,2.5,0.0,90,40.74254616066139,-73.99677751239638,170,40.74765428110328,-73.97694199243557,2022-01-02 07:24:40 - 2022-01-02 07:18:30
2,2022-01-02 07:57:23,2022-01-02 08:05:16,1.0,2.07,1.0,N,170,140,1,8.5,0.0,0.5,2.36,0.0,0.3,14.16,2.5,0.0,140,40.76550681823176,-73.95456804213481,170,40.74765428110328,-73.97694199243557,2022-01-02 08:05:16 - 2022-01-02 07:57:23
2,2022-01-02 07:10:35,2022-01-02 07:14:17,1.0,1.1,1.0,N,170,107,2,5.5,0.0,0.5,0.0,0.0,0.3,8.8,2.5,0.0,107,40.737348376321,-73.98331035324628,170,40.74765428110328,-73.97694199243557,2022-01-02 07:14:17 - 2022-01-02 07:10:35
1,2022-01-02 07:31:47,2022-01-02 07:35:11,1.0,1.1,1.0,N,170,107,2,5.5,2.5,0.5,0.0,0.0,0.3,8.8,2.5,0.0,107,40.737348376321,-73.98331035324628,170,40.74765428110328,-73.97694199243557,2022-01-02 07:35:11 - 2022-01-02 07:31:47
2,2022-01-02 07:27:29,2022-01-02 07:32:20,5.0,1.97,1.0,N,170,237,1,7.0,0.0,0.5,2.58,0.0,0.3,12.88,2.5,0.0,237,40.76854188466485,-73.96569149194592,170,40.74765428110328,-73.97694199243557,2022-01-02 07:32:20 - 2022-01-02 07:27:29
2,2022-01-02 07:49:33,2022-01-02 07:56:11,5.0,2.16,1.0,N,170,237,1,8.5,0.0,0.5,1.77,0.0,0.3,13.57,2.5,0.0,237,40.76854188466485,-73.96569149194592,170,40.74765428110328,-73.97694199243557,2022-01-02 07:56:11 - 2022-01-02 07:49:33
2,2022-01-02 07:14:43,2022-01-02 07:20:56,1.0,1.09,1.0,N,170,186,2,6.5,0.0,0.5,0.0,0.0,0.3,9.8,2.5,0.0,186,40.748476361762044,-73.9924553277106,170,40.74765428110328,-73.97694199243557,2022-01-02 07:20:56 - 2022-01-02 07:14:43
1,2022-01-02 07:45:54,2022-01-02 07:49:57,1.0,0.8,1.0,N,170,186,1,4.5,2.5,0.5,3.0,0.0,0.3,10.8,2.5,0.0,186,40.748476361762044,-73.9924553277106,170,40.74765428110328,-73.97694199243557,2022-01-02 07:49:57 - 2022-01-02 07:45:54
2,2022-01-02 07:55:24,2022-01-02 08:06:22,1.0,2.38,1.0,N,170,246,2,10.5,0.0,0.5,0.0,0.0,0.3,13.8,2.5,0.0,246,40.7524372519649,-74.00451257207506,170,40.74765428110328,-73.97694199243557,2022-01-02 08:06:22 - 2022-01-02 07:55:24
